StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.2,Q1.3_1,Q1.3_2,Q1.4,Q1.5,Q2.2_1,Q2.2_2,Q2.2_3,Q2.3_1,Q2.3_2,Q2.3_3,Q2.4_1,Q2.4_2,Q2.4_3,Q2.5_1,Q2.5_2,Q2.5_3,Q2.6_1,Q2.6_2,Q2.6_3,Q2.7,Q2.8,Q2.9,Q2.10,Q2.11,Q2.12,Q3.1,Q3.1_4_TEXT,Q3.2,Q3.2_4_TEXT,Q3.3,Q3.3_4_TEXT,Q3.4,Q3.4_4_TEXT,Q3.5,Q3.5_4_TEXT,Q3.6,Q3.6_3_TEXT,Q3.7,Q3.7_4_TEXT,Q3.8,Q3.8_3_TEXT,Q3.9,Q3.9_3_TEXT,Q3.10,Q3.11,Q3.12,Q3.13,Q3.14,Q4.1,Q4.1_4_TEXT,Q4.2,Q4.3,Q4.3_7_TEXT,Q4.4
2021-02-15 11:13:38,2021-02-15 13:36:46,0,100,8587,1,2021-02-15 13:36:47,R_2ScMGsaKOmYoLoc,email,EN,1,4,38,,,5,70,25,5,70,25,5,70,25,15,60,25,5,65,30,"I wasn't sure how to answer the first four questions because the math works out to over 100% for current distribution from my experience and campus distribution from my perspective. Part of the concern is misalignment between how our time is currently and feasibly distributed vs. campus evolving expectations for it, especially incompatibility between our teaching load and campus expectations for research productivity (with not enough time to “catch up” or adjust to those evolving expectations given how long research projects and publications can take, which will only be slowed due to covid). I think my department and School are on the same page and more consistent with my actual distributions (though I think we would all agree I’m overburdened), but we're also looking to the university for guidance about the relative time that should be devoted to research -- with apparent productivity markers that I don't think are feasible with our teaching load and what's implicitly expected with regard to teaching quality and service commitment. As a result, I think to some extent this distribution decision should be left to the Schools so our positions can be more responsive to why we were hired and how we meet valuable, unique needs of each School along with feasible markers of research productivity for our (sub)disciplines. ",7,6,3,"I've been very happy and appreciative with how my department has managed my teaching interests and load. Courses typically taught: 6 to 8 (depending on buyout and how courses counted) + 1 SSP course for additional salary. Courses think should teach: 6 plus any we choose to teach in SSPs for additional salary (which I don't count toward my workload time and distribution above). Research Professor teaching load: I'm not sure but it appears to vary with contract negotiations (from what I can tell) and how research team time counts as course(s). If five is the standard, for example, I suspect it's effectively one or two fewer than that for most faculty but this is based on (very) incomplete observations. Using this box to also comment on the overburdened score of 9 next: To some extent this is self-inflicted given the standard I aim to reach in teaching and service with the roles I serve in both regards (though I think it would otherwise be a 7). My service roles also involve a lot of time neither I nor the department/School can control, such as responding to student issues (e.g., personal distress, professional missteps) that add a significant amount of time and stress in an unpredictable way to my workload.   ",9,4,"I think they would, but the courses I teach typically require a progression that isn't feasible to stack so I could avoid teaching a specific quarter. With a common courseload of 7, it would also be unfeasible (e.g., 4-3-0)",4,"Not explicitly, but they defer to me about requested courses and I think they would be eager to help me avoid new preps if I brought it to their attention as a concern. ","1,4","Yes to the first part -- significant choice, though not for the explicit purpose of pedagogical research.","1,4","In the abstract and most cases yes, though there are professors in our department/School who don't appear to value my research expertise or put it to appropriate use (e.g., department or School committees/programs for which my expertise is particularly suited but I'm not offered an opportunity to serve in these roles)",4,"In the abstract and most cases yes, though there are professors in our department/School who don't appear to value my research expertise or put it to appropriate use (e.g., department or School committees/programs for which my expertise is particularly suited but I'm not offered an opportunity to serve in these roles)",2,,4,"Haven't been in this position yet, but I think the department would be supportive -- though my teaching and service commitments wouldn't allow for me to take a full sabbatical any one quarter (e.g., progression of annual courses fall and winter, specific service each spring)",1,,1,,1,2,"Avoiding specifics to prevent unmasking, but I think the courses I teach are particularly challenging both pedagogically and for our vulnerable students with long-term implications for their continuation/success in the major and field. Teaching them in an innovative, inclusive way has produced tangible markers of success (e.g., 10x growth of interest in once notoriously unpopular courses). Service with similar goals. This is why I chose UCI as a teaching professor over several more traditional academic positions on the job market, and I've been thrilled to do so in our department and School that really value me and my role. My main concern (apart from the formal title change to Professor of Teaching being voted down) is that the position becomes much less feasible and impactful with the time that would be required to meet apparent research productivity markers at the campus/system level. ","I hope my courses and service impact the field and members of it per my answer above, so an internal impact is leading to an external impact (down the road). ",1,1,,2,6,,2
2021-02-08 14:14:44,2021-02-08 14:15:47,0,14,63,0,2021-02-15 14:15:48,R_2E0guvNyvVNzG2E,email,EN,1,1,41,7,Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-15 12:33:14,2021-02-15 14:19:24,0,100,6369,1,2021-02-15 14:19:24,R_1mJF3XcSVOe5Ns4,email,EN,3,1,32,1,Drama,5,60,35,30,38,32,30,38,32,33,34,33,25,40,35,,15,9,6,Several of the courses that I teach are either co-taught or are 50 minutes in duration.  So that number of courses number may feel inflated.  If we count hours taught--that would be more accurate.  I teach a minimum of 7 hours per week (which is comparable to most Research Rank Professors in my area).  My maximum has been 14 hours a week (double those of my colleagues).  This is class time only and does not include supervising and mentorship.,7,3,,2,,2,,1,,1,,2,,4,"I feel they would, if I requested.",1,,1,,2,1,Student contact.,Pedagogy.,1,1,,2,6,,2
2021-02-15 10:44:48,2021-02-15 14:52:29,0,100,14861,1,2021-02-15 14:52:30,R_3P5EeO8XnBZL3SM,email,EN,2,1,36,15,Economics,25,65,10,25,65,10,25,65,10,25,65,10,35,55,10,,8,6,4,"The teaching load is probably a little high. The teaching load means that at the margins teaching faculty face the same incentive trade-off that regular research faculty face between engaging with students and scholarly work.

I think that at a teaching load of 6 courses per year would be more reasonable. It would certainly give me more time for engaging with my students.",5,1,,1,,1,,1,,1,,2,,1,,1,,1,,3,2,Engaging students and building relationships with them.,Scholarly publication,1,2,,2,6,,2
2021-02-09 09:16:52,2021-02-15 17:04:40,0,100,546467,1,2021-02-15 17:04:41,R_pMjWvvr0YvXGBdT,email,EN,2,4,31,6,,5,65,30,5,70,25,15,65,20,25,55,20,25,55,20,,7,5,4,"The department wants to move towards a model where research faculty teach 3 courses a year and teaching faculty still teach 7 courses a year. ",8,"2,4","With a 7 teaching load, it is practically impossible. ",4,"They try, to some extent. ",1,,3,,2,,2,,1,,1,,1,,3,2,"1) Promoting and supporting diversity and inclusion at all levels 
2) Teaching
3) Mentoring undergraduate and graduate students on various aspects. ","1) Outreach to middle school students in underserved community 
2) Promote equity and inclusion for women and URM in higher education (also outside of UCI)",1,1,,2,6,,2
2021-02-10 10:39:10,2021-02-15 20:15:46,0,100,466595,1,2021-02-15 20:15:46,R_25GGJldlumU3Nek,email,EN,2,4,35,4,Ecology and Evolutionary Biology,15,55,30,10,80,10,15,70,15,10,75,15,20,60,20,"I spend significant time on activities that don't fall neatly into these three categories - maybe termed ""professional development"" or ""contributions to culture"", for example, anti-racism work, supporting student's mental health, doing ally trainings, showing up to support colleagues in crisis - so much of the social-emotional labor of working in a close knit environment where folks care.... it takes hours and doesn't have a category but is certainly critical work.",8,6,1.5,"It isn't just the number of courses, but the number of different courses, and how many of them are ""core"" in the sense that the content is standard across years, versus how many are at a very high level of community-engagement and responsive to societal change and/or involve extensive logistical arrangements (e.g. field courses and field trips, engagement with real projects and partners as part of curriculum)- the work load doesn't have that much to do with the number of courses.... and so equivalencies are hard to establish.",7,"2,4",for some senior lecturers this is the norm but it is not possible to arrange this for junior faculty,1,,1,,"1,4",,4,it is really split on how this is valued - there is a real cultural divide in this regard,2,,3,,1,,1,,2,4,"interdisciplinarity in teaching and learning, collaborating on courses and pedagogy across disciplines, working across several quarters with the same group of students in courses that sequence",contributing to state and national efforts focused on science and environmental literacy,1,1,,2,6,,2
2021-02-16 15:33:21,2021-02-16 17:27:59,0,100,6878,1,2021-02-16 17:28:00,R_29nBDbnvNvkv3L4,email,EN,3,4,41,8,,5,65,30,5,65,30,5,65,30,5,65,30,5,65,30,"I wish I could have completed this survey with what I believed may have been the intended goal but it was difficult to do so because the definitions included in the initial paragraphs do not reflect the representations made to me when hired. Specifically, the APM describes the three categories as (1) teaching excellence; (2) professional and/or scholarly achievement and activity, including creative activity; and (3) university and public service. APM 285-9(a). Narrowing the second category to scholarly activity only without a clear definition of the types of journals included, e.g. peer-reviewed made it unclear how to otherwise answer the questions. Had the categories reflected those in the APM, my answers regarding my own activities would have included more time in the professional/scholarly achievement category.",5,3,3,,8,3,,1,,1,,3,,4,"Not always consistent. Many individuals in the unit appreciate it. Others wish it were more ""scholarly."" Others wish I would focus on more teaching and service to allow them to focus on their work.",2,,1,,1,,1,,2,2,Teaching and service,Research and presentations. Serving on boards of national and local organizations. Community advocacy.,1,1,,2,8,,2
2021-02-11 12:40:07,2021-02-11 12:41:24,0,14,77,0,2021-02-18 12:41:33,R_x63sbx3GlJIyWSB,email,EN,3,1,39,1,Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-14 12:28:28,2021-02-14 12:32:36,0,0,247,0,2021-02-21 12:32:39,R_3QQ3rsTdXmxRQ6A,email,EN,3,4,31,9,Department of population health and disease prevention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-15 12:00:33,2021-02-15 12:10:36,0,49,602,0,2021-02-22 12:10:38,R_1LtjLhlsezKd8GW,email,EN,1,1,36,2,Film & Media Studies,15,75,10,20,70,10,5,80,15,5,80,15,20,70,10,,6,6,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-08 10:19:29,2021-02-15 15:00:02,0,14,621633,0,2021-02-22 15:00:04,R_3HXmDx81ciXUA6Z,email,EN,1,1,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-11 12:25:27,2021-02-16 06:09:12,0,14,409424,0,2021-02-23 06:09:13,R_3RdtGzjPGeOsAh9,email,EN,3,,,4,Dept. of Ecology and Evolutionary Biology.  I think I was appointed out of the Adjunct line in 2004; I've been at UCI since Winter Quarter 1978 and taught my first class in 1979 as an Adjunct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-09 15:03:53,2021-02-16 08:41:30,0,14,581856,0,2021-02-23 08:41:31,R_XTX2e9XOltTF6HD,email,EN,3,4,31,8,Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-15 16:24:02,2021-02-16 20:45:02,0,14,102060,0,2021-02-23 20:45:05,R_3LZoYbnt0qxGIAh,email,EN,3,1,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
